Blocker_scaling_factor  Reimers_scaling_factor  star_mass  index
0.0233065188102 0.3 0.5610683935300138 169
0.01 0.48468089996 0.5624369683103309 171
0.0229044319932 0.3 0.5612549917813999 173
0.0319863556284 0.7 0.5332187148741108 174
0.0203667737768 0.7 0.5345372082777132 175
0.0197730700922 0.7 0.536558805343946 177
0.036376333747 0.3 0.5557060815004675 179
0.01 0.50617537024 0.5610419693362674 180
0.0358672568996 0.3 0.5556044482900888 182
0.04 0.40939102625 0.550136600616329 183
0.0138764502947 0.3 0.5678059512752961 184
0.04 0.423143623889 0.5492241808591947 185
0.0245592610968 0.7 0.5338818884502723 186
0.04 0.664351710001 0.5357086202676952 188
0.01 0.51195218363 0.5607352534775291 189
0.04 0.46827415419 0.5475229292454035 190
0.04 0.564683130171 0.5424661410233623 191
0.01 0.58708346714 0.5533928455416997 192
0.0288354414779 0.3 0.5572920917940462 193
0.0344063370277 0.7 0.5333575094080443 196
0.0254748599167 0.7 0.5355167365513477 197
0.0263080328249 0.3 0.5591316929483046 198
0.0280543767555 0.7 0.5343008456456095 199
