Blocker_scaling_factor  Reimers_scaling_factor  status  index
0.0222470387612 0.7 error 79
0.0240884191546 0.3 error 75
0.0258011951954 0.7 success 29
0.0216870636517 0.7 error 141
0.01 0.405274358638 success 25
0.01 0.503045366348 success 101
0.0335423249174 0.3 success 21
0.0209785762207 0.3 success 67
0.01 0.503536217166 success 63
0.04 0.526583042303 success 156
0.01 0.548829463742 success 13
0.0325352112369 0.7 success 116
0.0261579268953 0.3 success 55
0.01 0.526305215681 success 51
0.0233692070804 0.7 success 93
0.0279441688506 0.7 error 178
0.0111464570913 0.7 success 43
0.017236963836 0.3 success 142
0.01 0.423752146226 success 81
0.0321551393447 0.3 success 102
0.01 0.646553610856 success 117
0.04 0.547560930445 success 164
0.036376333747 0.3 success 179
0.04 0.46827415419 success 190
0.01 0.363745377385 success 103
0.04 0.500984989157 error 150
0.0261012151106 0.7 success 118
0.01 0.561247278938 success 165
0.01 0.602553938994 success 38
0.04 0.553025709581 success 104
0.0241620372042 0.7 success 151
0.0248728074933 0.3 success 26
0.04 0.351760551769 error 111
0.01 0.607760427409 success 68
0.01 0.326112783391 success 64
0.01 0.508743438265 success 18
0.04 0.47530275609 success 166
0.04 0.424167660992 success 14
0.04 0.521498471183 success 126
0.0177559401035 0.7 success 10
0.0227277017923 0.7 error 56
