# ENSEMBLE SAMPLING ELLIPTIC OPTIMIZATION LOG
# SUCCESS!
# NUMBER OF POINTS PER SAMPLE = 6
number samples, inner min ave, inner min std, inner max ave, inner max std, outer min ave, outer min std, outer max ave, outer max std
85, 0.48451424816554384, 0.11127490774212193, 0.5758597574459805, 0.043435987727137686, 0.4486093971043303, 0.16127128101644542, 0.5946476150283784, 0.0697481428629216
86, 0.4847511113753609, 0.110647620770326, 0.5755447477937654, 0.0432802665621966, 0.448993972831818, 0.1603701153372169, 0.5941504846317063, 0.069492753109296
87, 0.4850046288660799, 0.11003499605110702, 0.5751567793828778, 0.043180960250009275, 0.4494162469410511, 0.15949386579991662, 0.5936308326234158, 0.06926007135113962
88, 0.4852186266247667, 0.1094262172446117, 0.5749949441285811, 0.04296144005207771, 0.4497522492143852, 0.15861602629860003, 0.5933396512612042, 0.06891895991688889
89, 0.4854353816102293, 0.10882872361739933, 0.574749987936003, 0.042781159464304344, 0.4501005035404289, 0.15775623806376846, 0.5929382499173523, 0.0686340517912691
90, 0.48564547436496874, 0.10824057873333835, 0.5745319824554596, 0.04259250628339346, 0.4504362869171949, 0.15690934604940043, 0.5925742544005496, 0.06833801688241332
91, 0.48584585148613385, 0.10766099093666291, 0.5743769993721232, 0.042383345401788994, 0.4507512794396805, 0.15607343555981118, 0.5922969592372105, 0.06801239060385134
92, 0.48599008933701093, 0.10708311846704417, 0.574738031195204, 0.04229283329352933, 0.4509091802610066, 0.15523020105725172, 0.5927542464424443, 0.06778226347936793
93, 0.48616954558416375, 0.10651975504908281, 0.5747235505895991, 0.042065067225716374, 0.4511766305236133, 0.15441468455890112, 0.5926752275680045, 0.06742111805132024
94, 0.4860685181785583, 0.10595612498262336, 0.5744115742235454, 0.04194874674604418, 0.4510848777682032, 0.15359368241845905, 0.5923565009419807, 0.06713193871695936
95, 0.4862609333383036, 0.10541349460686857, 0.5742080886916374, 0.041773992166486196, 0.45139274145258285, 0.1528123099906045, 0.5920170988202176, 0.06685870545613505
96, 0.48301173868480957, 0.10954083738455365, 0.5742292102401928, 0.04155635965389287, 0.4467298221136001, 0.1586629251652461, 0.5928264852307524, 0.06697580308309783
97, 0.48323239074178836, 0.10899617423015336, 0.5740237683192443, 0.0413905717257437, 0.44707801458821333, 0.15787982037637713, 0.5924785607293251, 0.06671682103321264
98, 0.47724129181843944, 0.12345277090926804, 0.5743399840287319, 0.041296455845742285, 0.4384284496815652, 0.17868615712192046, 0.594270706284276, 0.06868229527247988
99, 0.47750566253620436, 0.12285556857308629, 0.5742515180333422, 0.04109669087876122, 0.4388265106759476, 0.1778250785024824, 0.5940705228717673, 0.06836326359565559
100, 0.47777817389860194, 0.12226981558807999, 0.5740118447779285, 0.04096016973645622, 0.4392519253252287, 0.17698434321636577, 0.5936681055480745, 0.06813833342468102
101, 0.47801176031738335, 0.12168543534991787, 0.5741358214475855, 0.0407757438151538, 0.4395761115119177, 0.1761358400982178, 0.5937714038518305, 0.06780804448894177
102, 0.47825340327386345, 0.12111181878211175, 0.5741305773632427, 0.04057540462399791, 0.43993050988734006, 0.17530648690003245, 0.5936922874314481, 0.0674795179571066
103, 0.47847449217047594, 0.12054314566583384, 0.5742833259222008, 0.0404074154779296, 0.4402319526293662, 0.1744799713088775, 0.5938396399522233, 0.06716763692599272
104, 0.47872685851671987, 0.11998955005524387, 0.5740566854830942, 0.040278409901549767, 0.44062662506393735, 0.1736852920152514, 0.5934602275389786, 0.0669547531099135
105, 0.4789795317819572, 0.11944460181555903, 0.5737736021608222, 0.040189967782065225, 0.44102614705875876, 0.17290425138770185, 0.5930121242080388, 0.06679166978830607
106, 0.47921812416617343, 0.11890498604238249, 0.573605726514725, 0.04003691537515445, 0.4413950591512288, 0.1721282476429399, 0.5927130792799923, 0.06654645726209688
107, 0.4779726975537468, 0.1190406503502434, 0.5734652365228559, 0.03987563011566394, 0.43963498397268264, 0.17227770849023197, 0.5928654530744154, 0.06625333842707387
108, 0.4779170774243701, 0.11848965137884997, 0.5732096075463727, 0.03977857570983138, 0.43959909296792116, 0.1714786735522226, 0.5926017738743261, 0.06600227759995142
109, 0.47814198339746283, 0.117968025047574, 0.5732347238352894, 0.03959654504217026, 0.4399245678805806, 0.17072377191285373, 0.5925689269926792, 0.06569970403655706
110, 0.4783796097328508, 0.11745678580209895, 0.5730767435922142, 0.0394506433695671, 0.4402903286126882, 0.16998887983494337, 0.5922833019121676, 0.0654683362373876
111, 0.47861756386667215, 0.11695313510847782, 0.5728675916878875, 0.03933375088662326, 0.4406611951817441, 0.16926612948004693, 0.5919319714614399, 0.06527685001683492
112, 0.47884815918731644, 0.11645519665676479, 0.5726987771980973, 0.03919813118392655, 0.4410176084474591, 0.16855061632530638, 0.5916345989825006, 0.06506026190504488
113, 0.47907424282334143, 0.11596344912260256, 0.5725379641659125, 0.03906139544247004, 0.4413666093254269, 0.16784380304001334, 0.5913491341388094, 0.064842160963772
114, 0.47929163054537327, 0.1154768414266031, 0.5724340418112666, 0.03890538332778374, 0.44169706097446926, 0.16714294132441462, 0.5911416801479388, 0.06459479396345297
115, 0.4794234890340538, 0.11498229135467805, 0.5730896563148011, 0.03936327634828355, 0.44177937395366484, 0.16641696686554577, 0.5920235914583218, 0.06499900314433713
116, 0.4796286128786902, 0.11450673573980963, 0.5730432233980435, 0.03919640274337554, 0.4420855382251244, 0.16573062467265495, 0.591897620127879, 0.06473232594594806
117, 0.4797306739230952, 0.11402163933199246, 0.5727946681899618, 0.03912023986858843, 0.4422728109876418, 0.16503318028233002, 0.5916028391970638, 0.06453324435483568
118, 0.4799167112349518, 0.11355530011100239, 0.5728851459060632, 0.038966415297741266, 0.44253244977116835, 0.16435639534964155, 0.591671671829592, 0.06426352975226354
119, 0.4800012764232126, 0.11308090164771196, 0.5738231226259236, 0.04011780715793071, 0.4424907584708282, 0.1636649919446519, 0.5929663777722156, 0.06552019638532038
120, 0.4801818551733529, 0.112625973906241, 0.5739045368120055, 0.03996017052217944, 0.44274395328843763, 0.16300503002853928, 0.5930241490951924, 0.06524966793389157
121, 0.48037286335386187, 0.11217912731761796, 0.573846522006049, 0.03979977756494911, 0.44303123520497284, 0.16236056004451838, 0.5928856648155718, 0.06499718766348064
122, 0.48058883814342745, 0.1117436881411303, 0.5735825814208383, 0.03974252037123011, 0.4433800543596745, 0.1617392986768783, 0.5925204892453227, 0.06485477615532914
123, 0.4807802023342714, 0.11130858913706804, 0.5734528828273632, 0.0396065521508736, 0.44367578777778977, 0.16111359645530848, 0.592284829925415, 0.06464302763834896
124, 0.4809651731873228, 0.1108778346606016, 0.5733625612572589, 0.039459241866510716, 0.44395793225517943, 0.16049313701534684, 0.592103861215754, 0.06441311876517437
125, 0.48114617031571466, 0.11045182343615606, 0.5732849092608988, 0.03931059925471954, 0.44423281043456564, 0.1598791789022855, 0.5919412803396291, 0.06418048850875875
126, 0.48121293183267966, 0.11001518155964458, 0.5741945916584285, 0.04045366487552859, 0.4441697790478734, 0.15924503318513636, 0.593201077455551, 0.06545861023142333
127, 0.4813394138915072, 0.10959039188762261, 0.5745855934451106, 0.04053241129016438, 0.4442922411307679, 0.15862280163571388, 0.5937101279257359, 0.06545029806877355
128, 0.4815112909326137, 0.10917864830334678, 0.5745215574997151, 0.04038022003265911, 0.44455270583645745, 0.15802922923778143, 0.5935684570416325, 0.06521367769027901
129, 0.48169004086024964, 0.1087734531843684, 0.574350752070033, 0.040269796229937364, 0.4448344653875992, 0.1574477946102532, 0.5932825626146511, 0.06504089706987409
130, 0.48186593127855915, 0.10837270065108934, 0.5741838603542299, 0.04015937281258704, 0.44511161286517664, 0.15687264191084735, 0.5930027509923543, 0.06486815380362375
131, 0.4820238355088702, 0.10797328315735309, 0.5741879383901889, 0.040005826143102545, 0.44534295518102496, 0.15629500352277928, 0.592959073073421, 0.06462201006941017
132, 0.48209527521337464, 0.10756662367197055, 0.574933166957629, 0.04075652436040648, 0.44531797868234246, 0.15570211389255695, 0.593985227391909, 0.06543935995903342
133, 0.48224793718988596, 0.10717582771682188, 0.5749432943718816, 0.04060318196638987, 0.44554102204164153, 0.15513682909355292, 0.5939514527697638, 0.06519403798873569
134, 0.48217151110093226, 0.10677880671762166, 0.5747262047336529, 0.0405287956356984, 0.44546846306654264, 0.15455914153112282, 0.593730721702475, 0.0650001866526984
135, 0.4822278511495397, 0.10638459366596337, 0.5744995898016877, 0.04046353261922215, 0.4455866362439733, 0.1539917123304052, 0.593466405302044, 0.06483123824382334
136, 0.48239008360790253, 0.10600951200807862, 0.574361611850112, 0.040346358430073864, 0.4458410412747893, 0.1534529939144175, 0.5932275826427309, 0.06465202454816775
137, 0.48254949100382555, 0.10563826567730848, 0.5742309164729628, 0.04022772342553388, 0.4460905445404011, 0.15291960531376106, 0.5929993071814932, 0.06447062192410023
138, 0.4826982187877514, 0.1052692171468574, 0.5741947723161059, 0.04008393838622433, 0.4463137537765891, 0.1523869388691953, 0.5929019684916887, 0.06424671087630186
139, 0.48283535532055405, 0.10490223813978239, 0.574256025514117, 0.039945972692147405, 0.44650671301603506, 0.15185471401854575, 0.5929432321781918, 0.06401702569719082
140, 0.48294742584722883, 0.10453526655568858, 0.5745319236663468, 0.03993574421063214, 0.4466280868647516, 0.15131817015657945, 0.5932936377105399, 0.06392162270305972
141, 0.4830971414591908, 0.10417897655464337, 0.5744176567035121, 0.03981683748442416, 0.44686173608640134, 0.15080596833386667, 0.5930901699108199, 0.06374002817248682
142, 0.4832500008947264, 0.10382736807055076, 0.5742438311161631, 0.0397300422568238, 0.44710554698026095, 0.15030190825592926, 0.5928087163518725, 0.06360306169344362
143, 0.4834171896226456, 0.10348287821398773, 0.5740215722626835, 0.03967937272600606, 0.4473794990159175, 0.14981102768687693, 0.5925208486183874, 0.06347304571139624
144, 0.48355768440427405, 0.10313662159992772, 0.5739450945085705, 0.039551931764236395, 0.44759545458536976, 0.14931227854556423, 0.592370611935754, 0.06327777828436487
145, 0.4837008135740656, 0.10279471265739105, 0.5738179136213756, 0.039444845618152036, 0.4478205716421375, 0.14882103785454132, 0.5921520431723349, 0.06311372363237362
146, 0.4838257679201681, 0.10245312050131217, 0.5738662831798393, 0.03931384322391921, 0.4479976222766842, 0.14832582387515597, 0.5921786062734768, 0.06289802268244357
147, 0.48396966341056147, 0.10211884858544533, 0.5736879519587658, 0.03923910328631515, 0.44822833032842263, 0.14784673634733866, 0.591894986534678, 0.06277732758374621
148, 0.48263913398233727, 0.10304384204593543, 0.5736266715578499, 0.039113371457526316, 0.4463315927804142, 0.14913018801059685, 0.5921514709710912, 0.0626421169466004
149, 0.48274074665031746, 0.10270491485048726, 0.5739343058375646, 0.03916114002186821, 0.446431688161439, 0.14863389691092815, 0.592549835596266, 0.06261937223303782
150, 0.4828731922841852, 0.10237475896232039, 0.5739356592489179, 0.03903038809466594, 0.4466259941389186, 0.14815660816393572, 0.5925092337964171, 0.06241225975519962
151, 0.48300700388000356, 0.10204836703665104, 0.5739042424025957, 0.038902836613749534, 0.44682652983992793, 0.1476856322368169, 0.5924230443047176, 0.06221420929655006
152, 0.4830957259652302, 0.10171797053741487, 0.57427728439859, 0.039044681144101104, 0.4468957502973775, 0.14720148014859766, 0.5929177712289765, 0.062306510713648025
153, 0.48323331619857524, 0.10139920400403517, 0.5741669508739576, 0.03894064107683698, 0.44711086850824455, 0.14674360963582755, 0.5927236630757954, 0.06214865339303093
154, 0.4833590574487239, 0.10108141623829678, 0.5741674385618479, 0.03881400497909541, 0.44729553018938434, 0.14628422718486012, 0.592683948691055, 0.06194849116584007
155, 0.4834960671813481, 0.10076916440905126, 0.5740256325994856, 0.03872859704360396, 0.44751274757545634, 0.145836493431458, 0.592449185258109, 0.06181702260356299
156, 0.48341191111727255, 0.10045113129609885, 0.5757194294767383, 0.04398836638002169, 0.44706870092160333, 0.14547340022113497, 0.5948631274190554, 0.06855692221884696
157, 0.4835386996834556, 0.10014323381247031, 0.5756615141106193, 0.04385401851675333, 0.44726298354113375, 0.1450296709240355, 0.5947423918586322, 0.06835487527318863
158, 0.4836637142971223, 0.09983811095632533, 0.5756061588142826, 0.043720521812563966, 0.44745433944918755, 0.14458986909647187, 0.5946257330013573, 0.06815389607257728
159, 0.4837956953596282, 0.09953748534541672, 0.5754549359425061, 0.04362425146449718, 0.4476659348814645, 0.14415900455948358, 0.5943795351985982, 0.0680096825173448
160, 0.4838278491939622, 0.09922677149030604, 0.5761887910999067, 0.0444613258287314, 0.4475831236010192, 0.14371159523489294, 0.595401432815484, 0.06901049462906673
161, 0.48395520739971626, 0.09893125095698621, 0.5760587951146436, 0.044353523057327066, 0.44778628458612235, 0.14328763681206955, 0.5951837338337767, 0.06885093172759844
162, 0.48408038851698654, 0.09863822450550448, 0.5759373906500342, 0.044243243187094564, 0.4479853675299044, 0.1428670403946789, 0.5949780717215545, 0.0686876885576564
163, 0.4841953708216537, 0.09834607742233646, 0.575912615122339, 0.04410844615911511, 0.4481583833201467, 0.14244514666758878, 0.5949064288619367, 0.06848273709664172
164, 0.4842885347080436, 0.0980529978828256, 0.5760859640927105, 0.044029422097856624, 0.44826934122309786, 0.14201726415333002, 0.595118476827128, 0.06832728302902245
165, 0.48436059258220643, 0.09775977140125268, 0.576162729393243, 0.04390680377082739, 0.44828803586313276, 0.14158645717794885, 0.5951638538098398, 0.06812239456699706
166, 0.4844838860133941, 0.09747773585836728, 0.5762368381260466, 0.0437847041428942, 0.4485218267298628, 0.14119128886514348, 0.5952569445597441, 0.06792742248913777
